Job;Evaluations;Productivity;Attendance;Absenteeism;Lateness;Discipline;Penalties;Innovation;Problem Solving;Work Quality;Work Completion Time
Handler;0,80;0,89;0,73;0,06;0,06;0,91;0,03;0,03;0,04;0,79;0,96
Handler;0,83;0,76;0,83;0,12;0,07;0,78;0,06;0,03;0,01;0,87;0,93
Handler;0,88;0,71;0,56;0,14;0,12;0,87;0,04;0,02;0,01;0,74;0,88
Handler;0,63;0,63;0,87;0,11;0,10;0,92;0,04;0,03;0,00;0,75;0,97
Handler;0,93;0,76;0,65;0,14;0,11;0,89;0,10;0,00;0,03;0,92;0,97
Handler;0,74;0,56;0,88;0,02;0,00;0,92;0,07;0,02;0,05;0,83;0,98
Handler;0,63;0,73;0,60;0,19;0,04;1,00;0,05;0,03;0,03;0,96;0,97
Handler;0,70;0,67;0,67;0,05;0,01;0,85;0,01;0,05;0,01;0,70;0,98
Handler;0,77;0,59;0,58;0,03;0,08;0,70;0,10;0,04;0,00;0,71;0,94
Handler;0,73;0,83;0,63;0,18;0,15;0,74;0,05;0,03;0,04;0,72;0,92
Handler;0,79;0,54;0,74;0,06;0,01;0,78;0,07;0,00;0,01;0,76;0,96
Handler;0,61;0,82;0,75;0,15;0,06;0,89;0,09;0,05;0,05;0,88;0,90
Handler;0,70;0,84;0,87;0,02;0,12;0,90;0,01;0,00;0,03;0,91;0,90
Handler;0,76;0,65;0,60;0,14;0,07;0,70;0,08;0,05;0,05;0,86;0,90
Handler;0,83;0,78;0,76;0,19;0,03;0,79;0,08;0,03;0,01;0,76;0,94
Handler;0,91;0,70;0,64;0,19;0,09;0,79;0,08;0,01;0,04;0,86;0,91
Handler;0,63;0,65;0,89;0,08;0,09;0,89;0,00;0,05;0,01;0,91;0,90
Handler;0,91;0,79;0,81;0,12;0,02;0,84;0,02;0,05;0,05;0,70;0,97
Handler;0,86;0,90;0,75;0,02;0,04;0,99;0,10;0,01;0,00;0,72;0,90
Handler;0,79;0,90;0,57;0,02;0,15;0,88;0,08;0,01;0,05;0,70;0,93
Handler;0,75;0,81;0,77;0,10;0,11;0,89;0,05;0,04;0,00;0,70;0,89
Handler;0,92;0,63;0,76;0,01;0,11;0,81;0,02;0,02;0,04;0,71;0,94
Handler;0,71;0,51;0,80;0,02;0,14;0,85;0,01;0,04;0,04;0,73;0,93
Handler;0,67;0,86;0,81;0,09;0,13;0,74;0,02;0,01;0,02;0,93;0,99
Handler;0,92;0,77;0,77;0,10;0,15;0,75;0,10;0,05;0,05;0,73;0,99
Handler;0,75;0,83;0,79;0,11;0,01;0,70;0,06;0,01;0,00;0,87;0,89
Handler;0,75;0,78;0,55;0,12;0,06;0,71;0,04;0,05;0,00;0,74;0,95
Handler;0,90;0,56;0,60;0,11;0,09;0,74;0,05;0,00;0,02;0,94;0,95
Handler;0,69;0,83;0,51;0,10;0,04;0,95;0,00;0,05;0,05;0,85;0,94
Handler;0,66;0,87;0,72;0,10;0,11;0,94;0,09;0,05;0,00;0,74;0,96
Handler;0,72;0,87;0,67;0,02;0,06;0,71;0,04;0,03;0,04;0,88;0,89
Handler;0,79;0,76;0,57;0,10;0,03;0,75;0,04;0,01;0,02;0,96;0,96
Handler;0,61;0,58;0,56;0,12;0,13;0,96;0,03;0,03;0,00;0,71;0,99
Handler;0,75;0,51;0,70;0,05;0,09;0,89;0,03;0,01;0,01;0,82;0,97
Handler;0,86;0,58;0,56;0,18;0,03;0,79;0,07;0,03;0,02;0,81;0,91
Handler;0,77;0,63;0,70;0,16;0,00;0,98;0,03;0,02;0,00;0,77;0,88
Handler;0,94;0,59;0,82;0,11;0,00;0,81;0,08;0,01;0,01;0,73;0,89
Handler;0,85;0,79;0,87;0,20;0,15;0,94;0,03;0,05;0,04;0,80;0,95
Handler;0,91;0,61;0,89;0,11;0,03;0,83;0,06;0,02;0,04;0,97;0,90
Handler;0,85;0,90;0,77;0,16;0,06;0,81;0,10;0,03;0,03;0,89;0,97
Handler;0,89;0,65;0,94;0,16;0,08;0,78;0,06;0,03;0,01;0,88;0,97
Handler;0,66;0,82;0,64;0,01;0,11;0,76;0,07;0,03;0,05;0,93;0,88
Handler;0,77;0,58;0,54;0,09;0,05;0,79;0,00;0,02;0,03;0,85;0,94
Handler;0,73;0,78;0,55;0,16;0,05;0,94;0,09;0,03;0,04;0,75;0,91
Handler;0,77;0,76;0,93;0,20;0,07;0,87;0,02;0,04;0,00;0,91;0,93
Handler;0,65;0,68;0,66;0,17;0,01;0,83;0,09;0,00;0,00;0,94;0,89
Handler;0,90;0,64;0,70;0,12;0,10;0,97;0,04;0,05;0,00;0,83;0,88
Handler;0,68;0,73;0,87;0,11;0,14;0,79;0,05;0,03;0,04;0,78;0,93
Handler;0,87;0,68;0,91;0,01;0,15;0,83;0,06;0,01;0,03;0,74;0,93
Handler;0,73;0,67;0,52;0,09;0,14;0,77;0,02;0,01;0,02;0,90;0,99
Handler;0,64;0,70;0,82;0,08;0,08;0,75;0,06;0,05;0,03;0,79;0,94
Handler;0,64;0,56;0,62;0,03;0,06;0,81;0,01;0,03;0,01;0,70;0,88
Handler;0,94;0,63;0,86;0,09;0,00;0,74;0,07;0,03;0,01;0,77;0,95
Handler;0,66;0,78;0,71;0,16;0,08;0,73;0,00;0,04;0,03;0,93;0,91
Handler;0,68;0,58;0,81;0,18;0,05;0,82;0,04;0,05;0,04;0,86;0,90
Handler;0,92;0,55;0,87;0,06;0,04;0,75;0,06;0,04;0,04;0,88;0,96
Handler;0,79;0,56;0,91;0,02;0,13;0,99;0,08;0,01;0,02;0,83;0,90
Handler;0,91;0,57;0,53;0,17;0,15;0,89;0,08;0,02;0,04;0,92;0,98
Handler;0,78;0,69;0,93;0,17;0,14;0,91;0,06;0,02;0,02;0,82;0,95
Handler;0,71;0,67;0,69;0,02;0,09;0,86;0,09;0,05;0,01;0,83;0,94
Handler;0,84;0,64;0,59;0,01;0,01;0,82;0,03;0,01;0,05;0,86;0,89
Handler;0,89;0,66;0,83;0,11;0,10;0,91;0,10;0,01;0,02;0,90;0,93
Handler;0,63;0,79;0,82;0,18;0,14;0,78;0,09;0,02;0,04;0,74;0,92
Handler;0,87;0,51;0,78;0,01;0,14;0,82;0,07;0,03;0,05;0,83;0,92
Handler;0,88;0,74;0,73;0,15;0,01;0,73;0,05;0,04;0,02;0,73;0,94
Handler;0,73;0,58;0,83;0,03;0,12;0,78;0,08;0,04;0,02;0,73;0,97
Handler;0,94;0,77;0,68;0,10;0,07;0,84;0,02;0,04;0,04;0,77;0,92
Handler;0,62;0,82;0,67;0,18;0,06;0,98;0,10;0,05;0,05;0,73;0,92
Handler;0,79;0,72;0,89;0,16;0,12;0,78;0,06;0,03;0,04;0,71;0,93
Handler;0,92;0,56;0,68;0,20;0,07;0,83;0,01;0,01;0,04;0,89;0,98
Handler;0,87;0,55;0,91;0,09;0,14;0,70;0,10;0,03;0,04;0,82;0,91
Handler;0,78;0,51;0,90;0,05;0,11;0,89;0,08;0,05;0,02;0,78;0,95
Handler;0,61;0,83;0,78;0,13;0,00;0,92;0,10;0,03;0,00;0,75;0,96
Handler;0,65;0,67;0,70;0,10;0,00;0,82;0,08;0,00;0,04;0,89;0,92
Handler;0,77;0,79;0,93;0,18;0,13;0,72;0,09;0,02;0,00;0,73;0,96
Handler;0,75;0,64;0,59;0,07;0,02;0,71;0,04;0,04;0,04;0,96;0,95
Handler;0,84;0,51;0,65;0,10;0,13;0,70;0,10;0,04;0,03;0,87;0,97
Handler;0,76;0,63;0,95;0,17;0,06;0,86;0,05;0,00;0,04;0,97;0,95
Handler;0,92;0,80;0,83;0,18;0,14;0,92;0,05;0,04;0,01;0,80;0,98
Handler;0,70;0,59;0,57;0,14;0,08;0,88;0,00;0,05;0,03;0,72;0,99
Handler;0,91;0,88;0,67;0,03;0,10;0,90;0,04;0,04;0,02;0,72;0,98
Handler;0,67;0,69;0,51;0,15;0,07;0,77;0,05;0,04;0,01;0,75;0,92
Handler;0,84;0,82;0,57;0,06;0,08;0,96;0,02;0,02;0,00;0,81;0,94
Handler;0,68;0,67;0,78;0,18;0,12;0,93;0,01;0,01;0,05;0,80;0,97
Handler;0,71;0,75;0,55;0,06;0,14;0,91;0,02;0,05;0,03;0,94;0,94
Handler;0,91;0,58;0,61;0,11;0,05;0,71;0,09;0,05;0,04;0,87;0,90
Handler;0,95;0,85;0,54;0,10;0,09;0,81;0,02;0,00;0,03;0,89;0,98
Handler;0,85;0,62;0,51;0,14;0,14;0,76;0,01;0,02;0,05;0,71;0,88
Handler;0,89;0,82;0,74;0,02;0,02;0,73;0,00;0,01;0,01;0,77;0,99
Handler;0,65;0,83;0,85;0,14;0,14;0,90;0,05;0,02;0,01;0,86;0,88
Handler;0,77;0,89;0,59;0,04;0,15;0,70;0,00;0,02;0,02;0,77;0,95
Handler;0,62;0,58;0,64;0,19;0,06;0,89;0,02;0,00;0,02;0,80;0,97
Handler;0,72;0,87;0,58;0,05;0,11;0,71;0,10;0,02;0,05;0,94;0,94
Handler;0,82;0,76;0,80;0,11;0,04;0,73;0,01;0,00;0,02;0,73;0,95
Handler;0,90;0,75;0,81;0,02;0,03;0,73;0,00;0,02;0,02;0,85;0,90
Handler;0,73;0,76;0,54;0,20;0,04;0,72;0,08;0,01;0,01;0,71;0,99
Handler;0,84;0,68;0,71;0,10;0,03;0,84;0,07;0,03;0,05;0,86;0,90
Handler;0,90;0,84;0,71;0,20;0,10;0,93;0,01;0,04;0,05;0,80;0,96
Handler;0,64;0,81;0,78;0,18;0,09;0,86;0,09;0,02;0,03;0,72;0,89
Handler;0,75;0,83;0,89;0,13;0,14;0,86;0,05;0,01;0,05;0,97;0,95
Handler;0,87;0,70;0,67;0,05;0,01;0,85;0,01;0,03;0,04;0,70;0,96
Handler;0,71;0,83;0,94;0,09;0,05;0,73;0,10;0,02;0,03;0,71;0,93
Handler;0,88;0,83;0,74;0,14;0,02;0,97;0,05;0,00;0,05;0,74;0,88
Handler;0,69;0,59;0,65;0,11;0,15;0,98;0,03;0,04;0,02;0,76;0,97
Handler;0,76;0,60;0,57;0,04;0,12;0,94;0,06;0,01;0,02;0,88;0,94
Handler;0,75;0,54;0,58;0,07;0,11;0,99;0,05;0,04;0,04;0,79;0,97
Handler;0,77;0,80;0,70;0,04;0,09;0,70;0,01;0,01;0,02;0,78;0,98
Handler;0,86;0,78;0,60;0,15;0,15;0,74;0,09;0,00;0,05;0,95;0,94
Handler;0,67;0,58;0,51;0,19;0,11;0,83;0,00;0,00;0,00;0,89;0,89
Handler;0,82;0,87;0,86;0,09;0,10;0,82;0,10;0,04;0,04;0,78;0,96
Handler;0,71;0,63;0,79;0,08;0,13;0,93;0,03;0,01;0,02;0,76;0,94
Handler;0,69;0,73;0,56;0,14;0,02;0,70;0,05;0,02;0,04;0,78;0,88
Handler;0,61;0,57;0,71;0,16;0,05;0,76;0,10;0,04;0,05;0,88;0,97
Handler;0,90;0,87;0,90;0,16;0,11;0,98;0,04;0,01;0,04;0,74;0,99
Handler;0,60;0,64;0,75;0,11;0,07;0,83;0,01;0,02;0,04;0,97;0,94
Handler;0,85;0,59;0,59;0,08;0,15;0,95;0,09;0,03;0,03;0,70;0,96
Handler;0,92;0,71;0,56;0,16;0,06;0,70;0,05;0,05;0,05;0,83;0,90
Handler;0,65;0,68;0,76;0,17;0,11;0,74;0,09;0,03;0,05;0,84;0,96
Handler;0,94;0,75;0,78;0,17;0,07;0,90;0,10;0,00;0,03;0,95;0,93
Handler;0,76;0,66;0,73;0,16;0,03;0,95;0,02;0,02;0,05;0,78;0,96
Handler;0,63;0,65;0,80;0,02;0,02;1,00;0,04;0,02;0,01;0,89;0,95
Handler;0,86;0,75;0,76;0,09;0,08;0,88;0,03;0,03;0,02;0,92;0,91
Handler;0,63;0,69;0,66;0,10;0,09;0,72;0,05;0,03;0,00;0,78;0,99
Handler;0,82;0,69;0,83;0,20;0,12;0,85;0,07;0,03;0,02;0,92;0,99
Handler;0,77;0,60;0,90;0,13;0,05;0,75;0,05;0,02;0,03;0,77;0,92
Handler;0,69;0,62;0,69;0,12;0,05;0,74;0,07;0,03;0,04;0,70;0,88
Handler;0,70;0,52;0,73;0,04;0,13;0,86;0,06;0,00;0,05;0,85;0,97
Handler;0,66;0,76;0,61;0,16;0,07;0,75;0,02;0,02;0,04;0,79;0,98
Handler;0,71;0,65;0,53;0,09;0,08;0,89;0,07;0,02;0,03;0,76;0,97
Handler;0,70;0,79;0,62;0,12;0,05;0,79;0,02;0,02;0,03;0,82;0,98
Handler;0,84;0,80;0,56;0,11;0,09;0,84;0,10;0,02;0,03;0,93;0,96
Handler;0,84;0,57;0,77;0,06;0,06;0,73;0,04;0,03;0,03;0,90;0,91
Handler;0,75;0,54;0,77;0,16;0,06;0,74;0,08;0,01;0,04;0,91;0,91
Handler;0,65;0,86;0,65;0,12;0,00;0,87;0,01;0,02;0,05;0,72;0,99
Handler;0,95;0,56;0,54;0,01;0,03;0,98;0,06;0,03;0,02;0,94;0,92
Handler;0,66;0,68;0,87;0,20;0,02;0,73;0,03;0,01;0,05;0,72;0,97
Handler;0,67;0,87;0,61;0,02;0,14;0,91;0,00;0,00;0,03;0,80;0,90
Handler;0,82;0,86;0,68;0,14;0,01;0,89;0,00;0,01;0,01;0,86;0,99
Handler;0,79;0,66;0,89;0,14;0,04;0,75;0,04;0,00;0,00;0,93;0,97
Handler;0,89;0,88;0,53;0,17;0,03;0,81;0,05;0,04;0,01;0,70;0,90
Handler;0,83;0,79;0,71;0,08;0,15;0,78;0,00;0,05;0,04;0,87;0,93
Handler;0,61;0,79;0,81;0,03;0,00;0,99;0,08;0,01;0,05;0,77;0,93
Handler;0,90;0,62;0,71;0,07;0,04;0,88;0,05;0,00;0,03;0,73;0,98
Handler;0,81;0,51;0,51;0,14;0,15;0,77;0,02;0,05;0,03;0,71;0,97
Handler;0,63;0,68;0,51;0,16;0,06;0,91;0,01;0,00;0,00;0,92;0,88
Handler;0,86;0,59;0,53;0,09;0,13;0,82;0,01;0,03;0,05;0,90;0,94
Handler;0,66;0,74;0,92;0,01;0,10;0,89;0,05;0,02;0,00;0,82;0,91
Handler;0,66;0,66;0,90;0,12;0,10;0,76;0,04;0,00;0,00;0,95;0,92
Handler;0,60;0,87;0,58;0,07;0,13;0,87;0,02;0,02;0,03;0,94;0,95
Handler;0,61;0,66;0,74;0,18;0,13;0,74;0,07;0,05;0,01;0,95;0,98
Handler;0,68;0,65;0,75;0,07;0,07;0,93;0,09;0,05;0,04;0,92;0,89
Handler;0,68;0,78;0,95;0,04;0,08;0,70;0,07;0,01;0,02;0,84;0,89
Head Chef;0,84;0,85;0,92;0,00;0,03;0,95;0,06;0,19;0,56;0,96;0,91
Head Chef;0,93;0,86;0,91;0,00;0,04;1,00;0,04;0,24;0,76;0,87;0,98
Head Chef;0,93;0,83;0,97;0,01;0,01;0,97;0,02;0,25;0,51;0,83;1,00
Head Chef;0,86;0,96;0,99;0,01;0,01;0,93;0,03;0,26;0,60;0,99;0,92
Head Chef;0,96;0,92;0,91;0,03;0,05;0,97;0,05;0,30;0,62;0,96;0,99
Head Chef;0,92;0,84;0,93;0,04;0,05;0,98;0,06;0,16;0,58;0,87;1,00
Head Chef;0,86;0,95;0,91;0,05;0,05;0,98;0,07;0,28;0,63;0,84;0,91
Head Chef;0,95;0,99;0,90;0,05;0,05;0,91;0,03;0,05;0,40;0,87;0,94
Head Chef;0,95;0,98;0,90;0,01;0,04;0,94;0,05;0,20;0,53;0,87;0,99
Head Chef;0,93;0,93;0,90;0,02;0,03;0,98;0,03;0,15;0,40;0,91;0,98
Head Chef;0,91;0,94;0,91;0,01;0,00;0,91;0,02;0,28;0,79;0,87;0,93
Head Chef;0,97;0,91;0,98;0,02;0,05;0,98;0,04;0,12;0,47;0,94;0,97
Head Chef;0,97;0,97;0,95;0,01;0,02;0,98;0,06;0,15;0,45;0,97;0,96
Head Chef;0,85;1,00;0,99;0,05;0,05;0,92;0,03;0,23;0,50;0,96;0,96
Head Chef;0,85;0,86;0,90;0,01;0,01;0,95;0,04;0,05;0,46;0,89;0,93
Head Chef;0,88;0,87;0,90;0,04;0,01;0,99;0,05;0,22;0,56;0,84;0,95
Head Chef;0,88;0,95;0,98;0,02;0,03;0,97;0,06;0,14;0,67;0,84;0,98
Head Chef;0,85;0,91;0,91;0,04;0,04;0,98;0,02;0,29;0,40;0,81;1,00
Head Chef;0,90;0,96;0,94;0,05;0,01;0,99;0,04;0,29;0,41;0,89;0,93
Head Chef;0,88;0,99;0,96;0,04;0,02;0,97;0,01;0,29;0,76;0,83;0,90
Head Chef;0,87;0,92;0,93;0,05;0,03;0,97;0,07;0,30;0,47;0,88;0,94
Head Chef;0,92;0,81;0,95;0,03;0,04;0,96;0,01;0,19;0,77;0,81;1,00
Head Chef;0,81;0,89;0,91;0,00;0,00;0,89;0,04;0,21;0,48;0,88;0,91
Head Chef;0,84;0,87;0,97;0,01;0,02;0,98;0,03;0,17;0,57;0,96;0,93
Head Chef;0,88;0,80;0,92;0,05;0,05;0,90;0,06;0,13;0,42;0,92;0,95
Head Chef;0,91;0,85;0,90;0,03;0,01;0,93;0,00;0,29;0,74;0,80;0,94
Head Chef;0,80;0,86;0,92;0,01;0,05;0,93;0,06;0,23;0,50;0,91;1,00
Head Chef;0,86;0,87;0,95;0,03;0,01;0,95;0,07;0,18;0,65;0,80;0,97
Head Chef;0,91;0,88;0,90;0,00;0,05;0,96;0,03;0,07;0,53;0,81;0,90
Head Chef;0,90;0,88;0,93;0,03;0,00;0,93;0,00;0,25;0,69;0,92;0,95
Head Chef;0,79;0,92;0,93;0,04;0,01;0,94;0,02;0,15;0,75;0,86;0,97
Head Chef;0,92;0,86;0,91;0,04;0,05;0,94;0,04;0,24;0,78;0,89;1,00
Head Chef;0,97;0,91;0,99;0,04;0,02;1,00;0,02;0,13;0,77;0,94;0,93
Head Chef;0,84;0,95;0,99;0,04;0,04;0,99;0,00;0,13;0,67;0,92;0,94
Head Chef;0,91;0,96;0,95;0,05;0,01;0,96;0,01;0,07;0,79;0,80;0,91
Head Chef;0,82;0,85;0,90;0,05;0,02;0,93;0,06;0,26;0,55;0,85;0,99
Head Chef;0,91;0,92;0,90;0,05;0,02;0,89;0,00;0,30;0,77;0,91;0,96
Head Chef;0,95;0,96;0,96;0,03;0,03;1,00;0,07;0,25;0,79;0,86;0,98
Head Chef;0,81;0,94;0,95;0,02;0,04;0,96;0,05;0,20;0,64;0,95;0,96
Head Chef;0,95;0,83;0,98;0,01;0,00;0,94;0,05;0,21;0,50;0,84;0,95
Head Chef;0,90;0,87;0,99;0,01;0,02;0,97;0,03;0,19;0,55;0,90;0,91
Head Chef;0,90;0,95;0,93;0,05;0,05;0,94;0,03;0,25;0,46;0,91;0,91
Head Chef;0,98;0,89;0,98;0,04;0,03;0,90;0,02;0,05;0,51;0,82;0,97
Head Chef;0,95;0,81;0,91;0,04;0,05;0,93;0,02;0,05;0,72;0,83;0,95
Head Chef;0,83;0,99;0,96;0,05;0,01;0,91;0,07;0,25;0,60;0,96;0,99
Head Chef;0,92;0,98;0,98;0,03;0,00;0,91;0,02;0,19;0,80;0,84;0,90
Head Chef;0,84;0,99;0,95;0,02;0,00;0,89;0,00;0,26;0,42;0,96;0,96
Head Chef;0,94;0,92;0,91;0,02;0,02;0,91;0,04;0,30;0,54;0,94;0,91
Head Chef;0,83;0,87;0,91;0,05;0,01;0,90;0,03;0,05;0,42;0,98;0,97
Head Chef;0,85;0,86;0,91;0,04;0,04;0,92;0,03;0,19;0,70;0,83;0,96
Head Chef;0,94;0,82;0,91;0,02;0,03;0,94;0,06;0,18;0,51;0,81;0,93
Head Chef;0,86;0,87;0,97;0,01;0,04;0,96;0,00;0,12;0,52;0,80;0,90
Head Chef;0,80;0,84;0,97;0,01;0,01;0,90;0,00;0,05;0,73;0,93;1,00
Head Chef;0,96;0,91;0,95;0,03;0,04;0,97;0,00;0,16;0,76;0,91;0,96
Head Chef;0,98;0,81;0,99;0,03;0,04;0,98;0,02;0,29;0,58;0,89;0,99
Head Chef;0,90;0,90;0,96;0,01;0,04;1,00;0,04;0,22;0,69;0,81;0,90
Head Chef;0,85;0,85;0,92;0,01;0,01;1,00;0,06;0,30;0,52;0,96;0,97
Head Chef;0,92;0,97;0,99;0,01;0,00;0,98;0,04;0,05;0,71;0,90;0,99
Head Chef;0,82;0,98;0,98;0,03;0,04;0,98;0,05;0,27;0,72;0,96;0,96
Head Chef;0,88;0,94;0,99;0,03;0,03;0,96;0,01;0,11;0,76;0,97;0,94
Housekeeper;0,61;0,78;0,71;0,18;0,01;0,90;0,04;0,02;0,01;0,85;0,93
Housekeeper;0,82;0,81;0,92;0,04;0,07;0,96;0,00;0,02;0,04;0,76;0,88
Housekeeper;0,93;0,56;0,53;0,15;0,05;0,88;0,02;0,03;0,00;0,75;0,98
Housekeeper;0,75;0,51;0,69;0,09;0,10;0,91;0,06;0,01;0,01;0,93;0,94
Housekeeper;0,69;0,90;0,51;0,10;0,15;0,92;0,00;0,01;0,02;0,81;0,92
Housekeeper;0,67;0,66;0,66;0,09;0,06;0,95;0,01;0,02;0,04;0,97;0,91
Housekeeper;0,63;0,76;0,78;0,19;0,02;0,80;0,01;0,04;0,05;0,71;0,88
Housekeeper;0,82;0,57;0,88;0,12;0,07;0,98;0,07;0,01;0,02;0,83;0,90
Housekeeper;0,74;0,67;0,69;0,02;0,00;0,70;0,02;0,04;0,01;0,85;0,88
Housekeeper;0,73;0,55;0,61;0,07;0,15;0,83;0,04;0,00;0,04;0,83;0,94
Housekeeper;0,74;0,88;0,62;0,18;0,06;0,88;0,02;0,00;0,03;0,75;0,93
Housekeeper;0,86;0,77;0,69;0,10;0,12;0,80;0,06;0,05;0,01;0,91;0,97
Housekeeper;0,70;0,83;0,70;0,03;0,12;0,91;0,04;0,01;0,01;0,71;0,98
Housekeeper;0,77;0,78;0,80;0,10;0,06;0,81;0,06;0,00;0,02;0,79;0,89
Housekeeper;0,61;0,85;0,51;0,01;0,12;0,81;0,09;0,02;0,05;0,74;0,94
Housekeeper;0,90;0,65;0,90;0,05;0,04;0,90;0,04;0,00;0,01;0,78;0,95
Housekeeper;0,93;0,90;0,93;0,14;0,11;0,93;0,08;0,05;0,01;0,89;0,93
Housekeeper;0,79;0,82;0,73;0,13;0,11;0,88;0,07;0,00;0,00;0,92;0,94
Housekeeper;0,71;0,85;0,90;0,15;0,06;0,76;0,06;0,01;0,02;0,76;0,95
Housekeeper;0,90;0,88;0,71;0,04;0,12;0,92;0,08;0,01;0,02;0,92;0,99
Housekeeper;0,85;0,56;0,58;0,14;0,11;0,97;0,04;0,04;0,00;0,82;0,97
Housekeeper;0,68;0,85;0,64;0,17;0,09;0,82;0,09;0,05;0,00;0,85;0,97
Housekeeper;0,73;0,85;0,59;0,14;0,06;0,81;0,03;0,00;0,01;0,85;0,92
Housekeeper;0,81;0,71;0,81;0,14;0,06;0,97;0,09;0,02;0,03;0,75;0,91
Housekeeper;0,73;0,60;0,65;0,10;0,07;0,89;0,09;0,00;0,05;0,91;0,88
Housekeeper;0,78;0,77;0,91;0,18;0,05;0,96;0,10;0,04;0,03;0,70;0,93
Housekeeper;0,94;0,65;0,76;0,14;0,02;0,89;0,02;0,05;0,04;0,83;0,99
Housekeeper;0,61;0,76;0,73;0,16;0,02;0,88;0,06;0,01;0,03;0,74;0,91
Housekeeper;0,66;0,87;0,66;0,11;0,06;0,79;0,06;0,03;0,00;0,74;0,93
Housekeeper;0,71;0,72;0,92;0,04;0,15;0,84;0,05;0,04;0,01;0,80;0,88
Housekeeper;0,85;0,64;0,80;0,14;0,11;0,95;0,10;0,00;0,03;0,75;0,99
Housekeeper;0,75;0,60;0,80;0,09;0,00;0,79;0,04;0,03;0,02;0,79;0,96
Housekeeper;0,80;0,86;0,83;0,05;0,03;0,87;0,10;0,04;0,04;0,72;0,94
Housekeeper;0,89;0,58;0,61;0,20;0,04;0,70;0,06;0,01;0,01;0,80;0,93
Housekeeper;0,60;0,52;0,55;0,20;0,08;0,93;0,07;0,02;0,03;0,80;0,91
Housekeeper;0,83;0,52;0,91;0,10;0,13;0,92;0,07;0,01;0,05;0,74;0,89
Housekeeper;0,94;0,57;0,71;0,13;0,14;0,89;0,06;0,05;0,04;0,77;0,97
Housekeeper;0,77;0,67;0,71;0,16;0,02;0,98;0,05;0,02;0,00;0,73;0,90
Housekeeper;0,70;0,89;0,75;0,07;0,03;0,73;0,10;0,00;0,01;0,78;0,91
Housekeeper;0,91;0,83;0,62;0,19;0,09;0,89;0,09;0,02;0,04;0,81;0,94
Housekeeper;0,61;0,61;0,51;0,19;0,01;0,90;0,03;0,02;0,04;0,77;0,97
Housekeeper;0,90;0,87;0,95;0,17;0,11;0,86;0,04;0,01;0,05;0,81;0,94
Housekeeper;0,68;0,53;0,93;0,03;0,01;0,96;0,07;0,04;0,03;0,87;0,98
Housekeeper;0,73;0,81;0,73;0,12;0,13;0,81;0,06;0,00;0,00;0,95;0,89
Housekeeper;0,77;0,87;0,56;0,05;0,09;0,86;0,01;0,04;0,04;0,84;0,98
Housekeeper;0,76;0,67;0,67;0,14;0,02;0,99;0,08;0,02;0,00;0,94;0,99
Housekeeper;0,71;0,70;0,70;0,19;0,05;0,83;0,02;0,01;0,05;0,89;0,93
Housekeeper;0,81;0,63;0,75;0,07;0,05;0,97;0,09;0,00;0,02;0,74;0,93
Housekeeper;0,64;0,89;0,63;0,04;0,02;0,94;0,06;0,03;0,03;0,81;0,89
Housekeeper;0,63;0,85;0,69;0,17;0,12;0,91;0,10;0,00;0,00;0,70;0,90
Housekeeper;0,76;0,66;0,86;0,20;0,13;0,99;0,09;0,05;0,00;0,81;0,98
Housekeeper;0,69;0,61;0,60;0,08;0,04;0,87;0,07;0,03;0,02;0,73;0,96
Housekeeper;0,64;0,56;0,74;0,05;0,12;0,83;0,06;0,01;0,02;0,75;0,93
Housekeeper;0,87;0,58;0,52;0,06;0,05;0,73;0,08;0,04;0,04;0,89;0,93
Housekeeper;0,62;0,62;0,70;0,13;0,02;0,99;0,05;0,04;0,01;0,79;0,96
Housekeeper;0,84;0,54;0,91;0,11;0,00;0,70;0,02;0,01;0,00;0,90;0,91
Housekeeper;0,89;0,68;0,91;0,13;0,15;0,85;0,05;0,00;0,01;0,73;0,97
Housekeeper;0,60;0,59;0,83;0,20;0,04;0,97;0,09;0,03;0,01;0,78;0,88
Housekeeper;0,61;0,67;0,93;0,17;0,06;1,00;0,09;0,04;0,01;0,80;0,97
Housekeeper;0,75;0,66;0,71;0,17;0,12;0,88;0,08;0,01;0,04;0,71;0,91
Housekeeper;0,69;0,59;0,88;0,10;0,14;0,71;0,10;0,05;0,02;0,94;0,89
Housekeeper;0,74;0,59;0,54;0,03;0,09;0,76;0,04;0,00;0,04;0,95;0,88
Housekeeper;0,65;0,72;0,64;0,17;0,08;0,86;0,05;0,01;0,00;0,86;0,90
Housekeeper;0,94;0,60;0,88;0,12;0,14;0,88;0,05;0,01;0,05;0,81;0,88
Housekeeper;0,82;0,73;0,58;0,17;0,13;0,89;0,04;0,03;0,04;0,78;0,91
Housekeeper;0,73;0,78;0,55;0,12;0,09;0,76;0,00;0,02;0,00;0,90;0,99
Housekeeper;0,90;0,62;0,56;0,12;0,04;0,89;0,07;0,00;0,02;0,96;0,89
Housekeeper;0,90;0,76;0,74;0,02;0,04;0,79;0,04;0,00;0,00;0,95;0,96
Housekeeper;0,88;0,62;0,52;0,18;0,05;0,96;0,06;0,01;0,02;0,83;0,90
Housekeeper;0,92;0,89;0,92;0,06;0,12;0,73;0,08;0,03;0,04;0,83;0,89
Housekeeper;0,63;0,64;0,65;0,15;0,00;0,86;0,09;0,01;0,01;0,77;0,96
